UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature Comment
4374.0,M19233,M,301.9,309.7,1533.0,35.9,204.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4375.0,L51554,L,302.0,,1551.0,34.8,207.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4376.0,L51555,L,302.0,,1414.0,36.3,209.0,0.0,0.0,,0.0,0.0,0.0,-
4377.0,M19236,,301.9,309.6,1551.0,34.6,211.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4378.0,M19237,M,301.8,309.6,1436.0,,214.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4379.0,M19238,M,301.9,309.6,1385.0,45.8,217.0,0.0,,0.0,0.0,0.0,0.0,-
4380.0,M19239,M,301.8,309.5,1732.0,30.1,220.0,0.0,0.0,0.0,,0.0,0.0,-
4381.0,L51560,"""L""",301.9,309.6,1410.0,49.0,223.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4382.0,L51561,L,301.9,309.6,1446.0,43.2,,0.0,0.0,0.0,,0.0,0.0,-
4383.0,L51562,L,301.8,309.5,1525.0,39.6,227.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4384.0,L51563,L,301.7,309.5,1298.0,65.5,229.0,1.0,0.0,1.0,0.0,1.0,0.0,-
4385.0, L51564,L,301.8,309.6,1443.0,42.7,231.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4386.0,,L,28.65 °C,36.55 °C,1442.0,45.3,233.0,1.0,1.0,0.0,0.0,0.0,0.0,-
4387.0,"""L51566""",L,301.9,309.7,1719.0,31.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4388.0,L51567,L,302.0,309.8,1532.0,39.4,2.0,0.0,0.0,0.0,0.0,,0.0,-
4389.0,L51568,L,302.0,309.8,1701.0,27.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4390.0,M19249,M,302.1,310.0,1355.0,45.1,6.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4391.0,M19250,,302.2,310.1,1421.0,45.4,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4392.0,,M,302.2,310.1,1368.0,51.6,12.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4393.0,L51572,L,302.2,310.1,1458.0,45.1,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4394.0,M19253,M,302.2,310.1,1572.0,34.6,17.0,0.0,0.0,0.0,0.0,0.0,,-
4395.0,L51574,L,302.2,310.0,1483.0,,20.0,,0.0,0.0,0.0,0.0,0.0,-
4396.0,L51575,L,302.3,310.1,1513.0,40.4,-22.0,0.0,0.0,0.0,0.0,0.0,,-
4397.0,H33810,H,302.3,310.1,1383.0,42.9,24.0,0.0,,0.0,0.0,0.0,0.0,-
4398.0,L51577,L,302.4,310.2,1539.0,37.7,29.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4399.0,M19258,M,302.3,310.1,1563.0,37.8,31.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4400.0,L51579,L,302.3,310.1,1653.0,29.7,34.0,,0.0,0.0,0.0,0.0,0.0,-
4401.0,L51580,L,302.3,310.1,1353.0,50.9,-36.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4402.0,H33815,H,302.2,310.0,1468.0,43.6,38.0,0.0,,0.0,0.0,0.0,0.0,-
4403.0,H33816,H,302.3,310.2,1506.0,33.8,-43.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4404.0,L51583,L,302.3,310.1,1388.0,,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4405.0,M19264,M,302.4,310.2,1485.0,45.9,50.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4406.0,L51585,L,302.4,310.2,1331.0,45.5,53.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4407.0,,L,302.5,310.3,,58.5,55.0,1.0,0.0,1.0,0.0,,0.0,-
4408.0,L51587,L,302.3,310.2,1394.0,55.4,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4409.0,L51588,L,302.4,310.1,2009.0,18.9,59.0,0.0,0.0,,0.0,0.0,0.0,-
4410.0,M19269,M,302.4,310.1,1358.0,,,1.0,0.0,1.0,0.0,0.0,0.0,-
4411.0,L51590,L,302.5,310.2,1586.0,32.2,64.0,0.0,0.0,,0.0,0.0,0.0,-
4412.0,L51591,L,302.5,310.3,1688.0,31.6,66.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4413.0,L51592,L,302.6,310.5,,43.2,68.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4414.0,M19273,,29.55 °C,37.35 °C,1398.0,47.3,-70.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4415.0,L51594,L,302.7,310.5,1520.0,39.3,,0.0,0.0,0.0,0.0,0.0,0.0,-
4416.0,L51595,L,302.6,310.4,1514.0,42.7,,0.0,0.0,0.0,0.0,0.0,0.0,-
4417.0,M19276,M,29.45 °C,37.25 °C,1532.0,36.1,77.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4418.0,L51597,L,302.6,310.4,1365.0,66.8,80.0,,0.0,1.0,1.0,0.0,0.0,-
4419.0,L51598,L,302.6,310.3,1642.0,33.2,82.0,,0.0,0.0,0.0,0.0,0.0,-
4420.0,M19279,M,302.6,310.2,2676.0,10.8,84.0,,0.0,0.0,1.0,0.0,0.0,-
4421.0,H33834,H,302.6,310.2,1873.0,21.3,,0.0,0.0,0.0,0.0,0.0,,-
4422.0,L51601,L,302.6,310.2,1325.0,62.4,92.0,1.0,0.0,,0.0,0.0,0.0,-
4423.0,M19282,M,302.6,,2157.0,17.2,94.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4424.0,M19283,M,29.45 °C,37.05 °C,1563.0,39.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4425.0,M19284,M,302.6,310.2,1631.0,31.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4426.0,L51605,L,302.5,310.2,1547.0,36.9,103.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4427.0,L51606,L,302.6,,,40.4,105.0,0.0,,0.0,0.0,0.0,0.0,-
4428.0,M19287,M,302.4,310.1,1379.0,48.9,107.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4429.0,L51608,L,302.4,310.1,1906.0,21.2,110.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4430.0,M19289,M,302.3,,3731.0,33.4,112.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4431.0,H33844,H,29.15 °C,36.95 °C,1688.0,30.4,115.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4432.0,H33845,H,302.3,310.2,1443.0,54.6,120.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4433.0,L51612,L,nan °C,37.05 °C,1445.0,46.4,,0.0,,0.0,0.0,0.0,0.0,-
4434.0,H33847,H,302.4,310.2,1435.0,44.9,127.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4435.0,L51614,L,302.4,310.1,1556.0,32.9,132.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4436.0,L51615,L,302.3,310.1,1321.0,52.7,-134.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4437.0,M19296,,29.25 °C,36.95 °C,1577.0,35.8,136.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4438.0,L51617,L,302.4,310.2,1578.0,31.2,139.0,0.0,0.0,0.0,,0.0,0.0,-
4439.0,L51618,L,302.4,310.1,1418.0,52.3,141.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4440.0,,M,302.4,310.2,1392.0,55.8,143.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4441.0,L51620,L,302.5,310.3,1446.0,44.0,-146.0,0.0,0.0,0.0,0.0,0.0,,-
4442.0,L51621,L,302.5,310.2,1329.0,50.6,148.0,1.0,,1.0,0.0,0.0,0.0,-
4443.0,,L,302.5,,1563.0,34.8,,0.0,0.0,0.0,0.0,0.0,0.0,-
4444.0,L51623,,302.5,310.3,1405.0,57.4,152.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4445.0,L51624,L,302.4,310.2,2224.0,16.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4446.0,L51625,L,302.5,,1716.0,29.9,156.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4447.0,L51626,L,302.5,310.3,1584.0,35.5,158.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4448.0,M19307,M,302.5,310.3,1488.0,41.8,160.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4449.0,L51628,L,302.4,310.3,1374.0,51.2,163.0,1.0,0.0,1.0,0.0,,0.0,-
4450.0,M19309,M,302.4,,1378.0,,165.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4451.0,L51630,L,302.5,310.3,1551.0,37.3,168.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4452.0,L51631,L,302.5,310.3,1549.0,40.9,170.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4453.0,M19312,M,302.5,310.3,1447.0,39.2,172.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4454.0,L51633,L,302.4,310.2,1400.0,53.7,-175.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4455.0,L51634,L,302.4,310.1,1401.0,48.8,,0.0,0.0,,0.0,,0.0,-
4456.0,H33869,H,302.4,310.1,1597.0,28.9,179.0,0.0,0.0,0.0,0.0,,0.0,-
4457.0,L51636,L,302.3,310.1,1487.0,46.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4458.0,M19317,M,302.5,310.3,1710.0,27.3,186.0,,0.0,0.0,0.0,0.0,0.0,-
4459.0,L51638,L,302.6,310.4,1478.0,47.7,189.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4460.0,L51639,L,302.6,310.4,1743.0,26.3,191.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4461.0,L51640,L,302.6,310.5,1596.0,32.8,193.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4462.0,,L,302.7,310.5,1642.0,,195.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4463.0,L51642,L,302.7,,1263.0,67.8,197.0,1.0,0.0,1.0,0.0,1.0,0.0,-
4464.0,L51643,L,302.8,310.6,2016.0,19.9,199.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4465.0,L51644,L,302.8,310.6,1671.0,30.5,201.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4466.0,L51645,L,302.8,310.6,1404.0,43.2,203.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4467.0,L51646,L,,310.6,1470.0,,205.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4468.0,L51647,L,,310.6,1617.0,37.9,-207.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4469.0,L51648,L,302.7,310.5,1725.0,29.0,209.0,,0.0,0.0,0.0,0.0,0.0,-
,L51649,L,302.7,310.5,1446.0,40.9,211.0,1.0,1.0,0.0,0.0,0.0,0.0,-
4471.0,L51650,L,302.7,310.6,1564.0,34.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L51651,L,302.8,310.6,1670.0,29.1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4473.0,L51652,L,302.7,310.6,1501.0,48.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4474.0,L51653,L,29.55 °C,37.35 °C,1551.0,35.9,6.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4475.0,L51654,L,302.7,310.5,1563.0,35.0,8.0,0.0,0.0,,0.0,0.0,0.0,-
4476.0,L51655,L,302.7,310.5,1351.0,41.8,,1.0,,1.0,0.0,0.0,0.0,-
4477.0,L51656,L,302.6,310.4,1415.0,52.1,12.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4478.0,,L,29.45 °C,nan °C,1647.0,34.2,14.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4479.0,L51658,L,302.5,,1477.0,41.6,16.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4480.0,L51659,L,302.6,310.2,1923.0,21.5,18.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4481.0,H33894,H,29.55 °C,37.25 °C,,55.2,20.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4482.0,M19341,M,302.6,310.4,,35.1,25.0,0.0,,,0.0,,0.0,-
4483.0,H33896,H,302.7,,1568.0,36.9,28.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4484.0,L51663,L,302.7,310.4,1489.0,42.7,33.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4485.0,,M,29.45 °C,37.25 °C,1451.0,43.1,35.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4486.0,L51665,L,302.7,310.4,1542.0,35.7,38.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4487.0,M19346,M,302.6,310.5,1965.0,,40.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4488.0,L51667,L,302.5,310.5,1436.0,36.5,43.0,,0.0,0.0,0.0,,0.0,-
4489.0,M19348,M,302.5,310.4,1509.0,37.6,45.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4490.0,L51669,L,29.35 °C,37.25 °C,1487.0,40.2,48.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4491.0,L51670,L,302.5,,1967.0,20.3,50.0,0.0,0.0,0.0,0.0,0.0,,-
4492.0,H33905,H,302.6,310.4,,53.3,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4493.0,M19352,M,302.6,310.5,1420.0,56.4,57.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4494.0,L51673,L,302.7,,1511.0,37.7,60.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4495.0,H33908,H,302.6,310.4,,30.1,62.0,0.0,0.0,0.0,0.0,,0.0,-
4496.0,,L,302.6,,1359.0,57.2,67.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4497.0,M19356,M,302.5,310.4,1605.0,36.0,69.0,0.0,0.0,0.0,0.0,,0.0,-
4498.0,L51677,L,302.5,310.3,,36.0,72.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4499.0,"""H33912""",H,302.6,310.4,1614.0,36.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4500.0,H33913,H,302.6,310.3,1721.0,27.4,-79.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4501.0,L51680, L,,310.4,1638.0,36.2,84.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4502.0,,L,29.35 °C,37.05 °C,1307.0,54.0,86.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4503.0,L51682,L,302.4,310.2,1642.0,28.3,88.0,0.0,0.0,0.0,,0.0,0.0,-
4504.0,M19363,M,302.5,310.2,1751.0,30.5,90.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4505.0,,L,302.4,310.1,1645.0,31.6,93.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4506.0,L51685, L,302.4,310.1,1426.0,46.8,95.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4507.0,M19366,M,302.4,310.1,1520.0,36.6,97.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4508.0,L51687,L,302.4,310.1,1709.0,31.8,100.0,0.0,0.0,0.0,0.0,0.0,,-
,L51688,L,302.4,310.0,1426.0,46.6,,0.0,0.0,0.0,0.0,0.0,0.0,-
4510.0,L51689,L,302.4,310.1,1429.0,43.7,104.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4511.0,L51690,L,302.4,310.2,1346.0,62.4,106.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4512.0,L51691,L,,310.2,1454.0,43.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4513.0,M19372,M,302.5,310.3,1411.0,49.5,110.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4514.0,L51693,L,302.4,310.3,1900.0,24.4,113.0,0.0,0.0,0.0,0.0,0.0,,-
4515.0,L51694,L,302.4,310.3,,36.2,115.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4516.0,L51695,L,302.5,310.4,1415.0,48.2,117.0,0.0,0.0,0.0,0.0,,0.0,-
4517.0,L51696,L,302.5,310.3,,39.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4518.0,L51697,L,302.4,310.3,1520.0,31.6,121.0,0.0,0.0,,0.0,0.0,0.0,-
4519.0,L51698,L,302.4,310.3,,,123.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4520.0,L51699,L,302.4,310.4,1666.0,29.7,125.0,,0.0,0.0,,0.0,0.0,-
4521.0,L51700,,302.4,310.4,1456.0,47.6,-127.0,,0.0,0.0,0.0,0.0,0.0,-
4522.0,L51701,L,302.4,310.4,1865.0,23.9,129.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4523.0,M19382,M,302.5,310.5,1918.0,21.6,131.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4524.0,L51703,L,302.5,310.4,1488.0,48.4,134.0,,0.0,0.0,0.0,0.0,0.0,-
4525.0,M19384,M,302.5,310.5,1527.0,38.8,136.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4526.0,M19385,M,302.4,310.4,1463.0,42.2,139.0,,0.0,0.0,0.0,0.0,,-
4527.0,,L,302.4,310.4,1521.0,38.5,142.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4528.0,M19387,M,302.4,310.5,1372.0,45.7,144.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4529.0,L51708,L,302.5,310.5,1507.0,39.5,147.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4530.0,M19389,M,,310.4,1586.0,34.3,149.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4531.0,L51710,L,302.5,310.4,1487.0,42.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L51711,L,302.5,310.5,1520.0,41.2,154.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4533.0,H33946,H,302.5,310.4,1422.0,41.9,156.0,,0.0,0.0,0.0,0.0,,-
4534.0,M19393,M,302.4,310.3,1375.0,52.5,161.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4535.0,,L,302.4,310.2,1633.0,28.0,164.0,0.0,,0.0,0.0,0.0,0.0,-
, L51715,L,302.4,310.2,1503.0,36.2,166.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4537.0,L51716,L,302.4,310.2,1351.0,45.1,168.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4538.0,,L,302.3,,1548.0,35.3,170.0,0.0,0.0,0.0,,0.0,0.0,-
4539.0,L51718,L,302.4,310.3,1923.0,23.3,-172.0,,0.0,0.0,0.0,0.0,0.0,-
4540.0,L51719,L,29.35 °C,37.15 °C,1592.0,32.6,174.0,,0.0,0.0,0.0,0.0,0.0,-
4541.0,M19400,M,302.5,310.4,1580.0,35.6,176.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4542.0,L51721,L,302.5,,1427.0,46.8,179.0,0.0,0.0,0.0,,0.0,0.0,-
4543.0,M19402,M,302.5,310.4,1581.0,32.7,181.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4544.0,M19403,M,302.6,310.5,1542.0,39.9,184.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4545.0,L51724,L,302.5,310.4,1349.0,55.1,187.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4546.0,,L,302.5,310.5,1463.0,43.0,189.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4547.0,M19406,M,302.5,310.4,1429.0,43.2,191.0,0.0,0.0,0.0,0.0,0.0,,-
,M19407,M,302.5,310.4,1451.0,53.6,-194.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4549.0,L51728,L,302.6,,1511.0,37.2,197.0,0.0,0.0,,,0.0,0.0,-
4550.0,L51729,L,302.6,310.6,1549.0,37.5,199.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4551.0,M19410,M,302.5,310.5,1507.0,40.2,-201.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4552.0,M19411,M,302.6,310.5,1524.0,33.7,204.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4553.0,M19412,,302.7,310.5,,22.7,207.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4554.0,L51733,L,302.6,310.5,1461.0,45.4,-0.0,0.0,0.0,0.0,0.0,0.0,,-
,L51734,L,29.45 °C,37.35 °C,1748.0,28.2,2.0,0.0,0.0,0.0,0.0,,0.0,-
4556.0,L51735,L,302.7,310.6,1690.0,26.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4557.0,M19416,M,302.7,310.6,,51.2,6.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4558.0,L51737,L,29.55 °C,37.45 °C,1686.0,26.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4559.0,L51738,L,302.7,310.7,1369.0,47.5,11.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4560.0,L51739,L,302.7,310.7,1433.0,43.7,13.0,0.0,0.0,0.0,,0.0,0.0,-
4561.0,L51740,L,302.7,310.7,1597.0,41.9,15.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4562.0,L51741,L,302.9,310.8,1610.0,32.2,-17.0,0.0,0.0,0.0,0.0,0.0,,-
4563.0,L51742,L,302.7,310.7,1398.0,57.7,19.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4564.0,L51743,L,302.7,310.7,,20.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4565.0,L51744,L,302.8,310.8,1516.0,39.5,23.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4566.0,H33979,H,302.7,310.8,1275.0,55.0,25.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4567.0,L51746,L,302.8,,1402.0,50.5,30.0,0.0,,0.0,0.0,0.0,0.0,-
4568.0,M19427,M,302.8,310.8,1451.0,44.7,32.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4569.0,M19428,M,302.7,310.8,1555.0,36.1,,0.0,0.0,0.0,0.0,0.0,0.0,-
4570.0,L51749,L,302.8,310.9,1636.0,35.0,-38.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4571.0,L51750,L,,310.9,1312.0,52.2,40.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4572.0,L51751,L,302.8,310.9,1708.0,29.8,,0.0,0.0,,0.0,0.0,0.0,-
4573.0,M19432,M,302.9,311.0,1556.0,36.5,44.0,0.0,0.0,,0.0,0.0,0.0,-
4574.0,H33987,H,302.8,311.0,1436.0,,47.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4575.0,M19434,M,,311.0,1402.0,40.7,52.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4576.0,M19435,,302.9,311.0,,49.9,55.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4577.0,M19436,M,302.9,,1926.0,,58.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4578.0,L51757,L,303.0,311.2,1800.0,23.7,61.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4579.0,L51758,L,303.0,311.2,1641.0,32.6,63.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4580.0,L51759,L,29.85 °C,38.05 °C,1374.0,48.2,65.0,1.0,,1.0,0.0,0.0,,-
4581.0,L51760,L,303.0,311.2,,37.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4582.0,L51761,L,303.0,311.2,1601.0,32.9,-69.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4583.0,"""L51762""",L,302.9,311.2,1634.0,36.9,71.0,0.0,0.0,0.0,0.0,0.0,,-
4584.0,M19443,M,302.9,311.2,1467.0,37.7,73.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4585.0,L51764,L,302.8,311.1,1550.0,32.3,76.0,0.0,0.0,0.0,0.0,,0.0,-
4586.0,,L,302.8,311.1,1563.0,32.2,78.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4587.0,L51766,,302.7,,1395.0,48.3,80.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4588.0,M19447,M,302.8,311.0,1507.0,33.4,82.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4589.0,L51768,L,302.8,311.0,1564.0,38.5,85.0,0.0,0.0,0.0,0.0,0.0,0.0,-
,L51769,L,302.8,311.1,1721.0,30.0,87.0,0.0,0.0,,0.0,0.0,0.0,-
, L51770,L,302.8,311.1,1456.0,36.1,89.0,0.0,0.0,0.0,0.0,0.0,,-
4592.0,H34005,H,302.9,311.2,2102.0,17.8,91.0,,0.0,0.0,0.0,0.0,0.0,-
4593.0,L51772,L,302.9,311.1,1555.0,33.9,96.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4594.0,L51773,L,303.0,311.2,1409.0,41.9,98.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4595.0,M19454,M,303.0,311.2,1387.0,41.4,100.0,,0.0,0.0,0.0,0.0,0.0,-
4596.0,M19455,M,303.0,311.2,1460.0,43.9,103.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4597.0,L51776,L,303.0,311.2,1361.0,47.6,106.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4598.0,M19457,M,303.0,311.1,1490.0,43.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4599.0,L51778,L,303.1,311.2,1399.0,49.2,111.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4600.0,L51779,L,303.1,311.1,1420.0,55.8,113.0,,0.0,0.0,0.0,0.0,0.0,-
4601.0,L51780,L,303.0,311.0,1359.0,44.2,115.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4602.0,M19461,M,303.0,311.1,1372.0,54.3,117.0,1.0,,1.0,0.0,0.0,0.0,-
4603.0,M19462,M,303.0,311.0,1409.0,41.7,120.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4604.0,H34017,H,302.9,311.0,1452.0,58.3,-123.0,0.0,0.0,,,0.0,0.0,-
4605.0,L51784,L,302.9,311.0,1820.0,24.6,128.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4606.0,H34019,H,302.9,311.0,1469.0,48.7,130.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4607.0,"""L51786""",L,302.9,311.1,1556.0,,135.0,0.0,0.0,0.0,0.0,,0.0,-
4608.0,L51787,L,303.0,311.1,1980.0,20.2,137.0,0.0,0.0,0.0,0.0,,0.0,-
4609.0,M19468,M,303.0,311.2,1519.0,38.0,139.0,0.0,0.0,0.0,0.0,,0.0,-
, L51789,L,303.0,311.2,1456.0,44.0,142.0,0.0,0.0,0.0,0.0,0.0,,-
4611.0,L51790,L,303.1,311.2,1394.0,45.3,144.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4612.0,L51791,L,303.0,311.3,1365.0,56.2,146.0,1.0,0.0,1.0,0.0,0.0,,-
,L51792,L,303.0,,2194.0,16.5,148.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4614.0,L51793,L,303.1,311.3,1403.0,55.6,150.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4615.0,H34028,H,303.0,311.2,1503.0,37.0,152.0,,0.0,,0.0,0.0,0.0,-
,L51795,L,303.0,311.3,1793.0,29.3,157.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4617.0,L51796,L,303.1,311.4,1829.0,24.5,159.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4618.0,M19477,M,303.1,311.4,1831.0,23.3,161.0,0.0,0.0,0.0,0.0,0.0,0.0,-
4619.0,,M,29.85 °C,38.15 °C,1335.0,53.6,164.0,1.0,0.0,1.0,0.0,0.0,0.0,-
4620.0,H34033,H,303.1,311.3,2056.0,19.7,167.0,0.0,0.0,0.0,0.0,0.0,0.0,-
